,Unnamed: 0,title,author,avg_rate,number_of_ratings,link,plot_summary,tags,reviews
342,349,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,4.06,61703.0,/book/show/113934.The_Goal,"A shocking scientific discovery. A conspiracy of staggering brilliance. A thriller unlike any you've ever read....When a NASA satellite discovers an astonishingly rare object buried deep in the Arctic ice, the floundering space agency proclaims a much-needed victory—a victory with profound implications for NASA policy and the impending presidential election. To verify the authenticity of the find, the White House calls upon the skills of intelligence analyst Rachel Sexton. Accompanied by a team of experts, including the charismatic scholar Michael Tolland, Rachel travels to the Arctic and uncovers the unthinkable: evidence of scientific trickery—a bold deception that threatens to plunge the world into controversy. But before she can warn the President, Rachel and Michael are ambushed by a deadly team of assassins. Fleeing for their lives across a desolate and lethal landscape, their only hope for survival is to discover who is behind this masterful plot. The truth, they will learn, is the most shocking deception of all.","['Business', 'Nonfiction', 'Business', 'Management', 'Leadership', 'Self Help', 'Buisness', 'Productivity', 'Self Help', 'Personal Development', 'Business', 'Entrepreneurship', 'Economics']",2434.0
343,350,"Parvana's Journey (The Breadwinner, #2)",Deborah Ellis,4.12,7308.0,/book/show/834019.Parvana_s_Journey,"Talk about unlucky sevens. An hour ago, seventeen-year-old, seven months pregnant Novalee Nation was heading for California with her boyfriend. Now she finds herself stranded at a Wal-Mart in Sequoyah, Oklahoma, with just $7.77 in change. But Novalee is about to discover hidden treasures in this small Southwest town--a group of down-to-earth, deeply caring people willing to help a homeless, jobless girl living secretly in a Wal-Mart. From Bible-thumping blue-haired Sister Thelma Husband to eccentric librarian Forney Hull who loves Novalee more than she loves herself, they are about to take her--and you, too--on a moving, funny, and unforgettable journey to . . . Where the Heart Is.","['Historical', 'Historical Fiction', 'Young Adult', 'Fiction', 'War', 'Realistic Fiction', 'Childrens', 'Middle Grade', 'Academic', 'School', 'Childrens', 'Adventure', 'Adventure', 'Survival']",586.0
344,351,The White Tiger,Aravind Adiga,3.75,169957.0,/book/show/1768603.The_White_Tiger,"Nine Stories (1953) is a collection of short stories by American fiction writer J. D. Salinger published in April 1953. It includes two of his most famous short stories, ""A Perfect Day for Bananafish"" and ""For Esmé – with Love and Squalor"". (Nine Stories is the U.S. title; the book is published in many other countries as For Esmé - with Love and Squalor, and Other Stories.)The stories are:""A Perfect Day for Bananafish""""Uncle Wiggily in Connecticut""""Just Before the War with the Eskimos""""The Laughing Man""""Down at the Dinghy""""For Esmé – with Love and Squalor""""Pretty Mouth and Green My Eyes""""De Daumier-Smith's Blue Period""""Teddy""","['Fiction', 'Cultural', 'India', 'Contemporary', 'Asian Literature', 'Indian Literature', 'Novels', 'Literary Fiction', 'Literature', 'Cultural', 'Asia', 'Book Club', 'Mystery', 'Crime']",11097.0
345,352,Deception Point,Dan Brown,3.73,613651.0,/book/show/976.Deception_Point,"Adam Farmer is on a journey - he has to get to Rutterburg with a parcel for his father. But as he travels, he starts to remember the events leading up to this point, memories which are also being prised out in gruelling psychiatric interviews. What is the secret of Adam Farmer? And what will happen when he finds out?","['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Thriller', 'Mystery Thriller', 'Mystery', 'Crime', 'Adventure', 'Novels', 'Science Fiction', 'Action']",9734.0
346,353,Where the Heart Is,Billie Letts,4.02,241895.0,/book/show/5168.Where_the_Heart_Is,"The texts reprinted in this new Norton Critical Edition have been scrupulously edited and are from the Westmoreland manuscript where possible, collated against the most important families of Donne manuscripts the Cambridge Belam, the Dublin Trinity, and the O Flahertie and compared with all seven seventeenth-century printed editions of the poems as well as all major twentieth-century editions. Criticism is divided into four sections and represents the best criticism and interpretation of Donne s writing: Donne and Metaphysical Poetry includes seven seventeenth-century views by contemporaries of Donne such as Ben Jonson, Thomas Carew, and John Dryden, among others; Satires, Elegies, and Verse Letters includes seven selections that offer social and literary context for and insights into Donne s frequently overlooked early poems; Songs and Sonnets features six analyses of Donne s love poetry; and Holy Sonnets/Divine Poems explores Donne s struggles as a Christian through four authoritative essays. A Chronology of Donne s life and work, a Selected Bibliography, and an Index of Titles and First Lines are also included.","['Fiction', 'Womens Fiction', 'Chick Lit', 'Romance', 'Contemporary', 'Adult Fiction', 'Adult', 'Drama', 'Realistic Fiction', 'Young Adult', 'Novels']",3790.0
347,354,Nine Stories,J.D. Salinger,4.17,138024.0,/book/show/4009.Nine_Stories,"In 2019, humanity finally finds proof of extraterrestrial life when a listening post in Puerto Rico picks up exquisite singing from a planet that will come to be known as Rakhat. While United Nations diplomats endlessly debate a possible first contact mission, the Society of Jesus quietly organizes an eight-person scientific expedition of its own. What the Jesuits find is a world so beyond comprehension that it will lead them to question what it means to be ""human"".","['Short Stories', 'Fiction', 'Classics', 'Literature', 'Literature', 'American', 'Literature', 'Literary Fiction', 'The United States Of America', 'Novels', 'Adult Fiction']",4545.0
348,355,I Am the Cheese,Robert Cormier,3.76,15145.0,/book/show/48974.I_Am_the_Cheese,"A Farewell to Arms is the unforgettable story of an American ambulance driver on the Italian front and his passion for a beautiful English nurse. Set against the looming horrors of the battlefield - the weary, demoralized men marching in the rain during the German attack on Caporetto; the profound struggle between loyalty and desertion—this gripping, semiautobiographical work captures the harsh realities of war and the pain of lovers caught in its inexorable sweep. Ernest Hemingway famously said that he rewrote his ending to A Farewell to Arms thirty-nine times to get the words right.","['Young Adult', 'Fiction', 'Mystery', 'Classics', 'Young Adult', 'Teen', 'Realistic Fiction', 'Academic', 'School', 'Thriller', 'Suspense', 'Childrens']",1637.0
349,356,John Donne's Poetry,John Donne,4.11,7963.0,/book/show/134017.John_Donne_s_Poetry,"Phillip is excited when the Germans invade the small island of Curaçao. War has always been a game to him, and he’s eager to glimpse it firsthand–until the freighter he and his mother are traveling to the United States on is torpedoed.   When Phillip comes to, he is on a small raft in the middle of the sea. Besides Stew Cat, his only companion is an old West Indian, Timothy. Phillip remembers his mother’s warning about black people: “They are different, and they live differently.”    But by the time the castaways arrive on a small island, Phillip’s head injury has made him blind and dependent on Timothy.","['Poetry', 'Classics', 'Literature', 'Academic', 'School', 'European Literature', 'British Literature', 'Fiction', 'Religion', 'Literature', 'Academic', 'College', 'Classics', 'Classic Literature']",83.0
350,357,"The Sparrow (The Sparrow, #1)",Mary Doria Russell,4.11,68201.0,/book/show/334176.The_Sparrow,"After Davey's father is killed in a hold-up, she and her mother and younger brother visit relatives in New Mexico. Here Davey is befriended by a young man who helps her find the strength to carry on and conquer her fears. This is a masterly novel.--Jean Fritz, The New York Times Book Review. Dorothy Canfield Fisher Award, An ALA Best Book for Young Adults.","['Science Fiction', 'Fiction', 'Fantasy', 'Religion', 'Science Fiction Fantasy', 'Speculative Fiction', 'Science Fiction', 'Aliens', 'Adult', 'Book Club', 'Novels']",7535.0
351,358,A Farewell to Arms,Ernest Hemingway,3.81,273426.0,/book/show/10799.A_Farewell_to_Arms,"Cammie Morgan is a student at the Gallagher Academy for Exceptional Young Women, a fairly typical all-girls school—that is, if every school taught advanced martial arts in PE and the latest in chemical warfare in science, and students received extra credit for breaking CIA codes in computer class. The Gallagher Academy might claim to be a school for geniuses, but it's really a school for spies. Even though Cammie is fluent in fourteen languages and capable of killing a man in seven different ways, she has no idea what to do when she meets an ordinary boy who thinks she's an ordinary girl. Sure, she can tap his phone, hack into his computer, or track him through town with the skill of a real ""pavement artist""—but can she maneuver a relationship with someone who can never know the truth about her? Cammie Morgan may be an elite spy-in-training, but in her sophomore year, she's on her most dangerous mission—falling in love.","['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'War', 'Literature', 'Novels', 'Literature', 'American', 'Romance', 'Classics', 'Classic Literature', 'Academic', 'School']",10255.0
352,359,"The Cay (The Cay, #1)",Theodore Taylor,3.78,32817.0,/book/show/18553.The_Cay,"Since the Taliban took over Afghanistan, 11-year-old Parvana has rarely been outdoors. Barred from attending school, shopping at the market, or even playing in the streets of Kabul, the heroine of Deborah Ellis's engrossing children's novel The Breadwinner is trapped inside her family's one-room home. That is, until the Taliban hauls away her father and Parvana realizes that it's up to her to become the ""breadwinner"" and disguise herself as a boy to support her mother, two sisters, and baby brother. Set in the early years of the Taliban regime, this topical novel for middle readers explores the harsh realities of life for girls and women in modern-day Afghanistan. A political activist whose first book for children, Looking for X, dealt with poverty in Toronto, Ellis based The Breadwinner on the true-life stories of women in Afghan refugee camps.  In the wily Parvana, Ellis creates a character to whom North American children will have no difficulty relating. The daughter of university-educated parents, Parvana is thoroughly westernized in her outlook and responses. A pint-sized version of Offred from Margaret Atwood's The Handmaid's Tale, Parvana conceals her critique of the repressive Muslim state behind the veil of her chador. Although the dialogue is occasionally stilted and the ending disappointingly sketchy, The Breadwinner is essential reading for any child curious about ordinary Afghans. Like so many books and movies on the subject, it is also eerily prophetic. ""Maybe someone should drop a big bomb on the country and start again,"" says a friend of Parvana's. ""'They've tried that,' Parvana said, 'It only made things worse.'"" (Ages 9 to 12) --Lisa Alward","['Fiction', 'Young Adult', 'Historical', 'Historical Fiction', 'Classics', 'Childrens', 'Academic', 'School', 'Adventure', 'Adventure', 'Survival', 'Academic', 'Read For School', 'Childrens', 'Middle Grade']",2536.0
353,360,Tiger Eyes,Judy Blume,3.89,15581.0,/book/show/7719288-tiger-eyes,"From the bestselling author of ""The Know-It-All"" comes a fascinating and timely exploration of religion and the Bible. Raised in a secular family but increasingly interested in the relevance of faith in our modern world, A.J. Jacobs decides to dive in headfirst and attempt to obey the Bible as literally as possible for one full year. He vows to follow the Ten Commandments. To be fruitful and multiply. To love his neighbor. But also to obey the hundreds of less publicized rules: to avoid wearing clothes made of mixed fibers; to play a ten-string harp; to stone adulterers.The resulting spiritual journey is at once funny and profound, reverent and irreverent, personal and universal and will make you see history's most influential book with new eyes.Jacobs's quest transforms his life even more radically than the year spent reading the entire ""Encyclopedia Britannica"" for ""The Know-It-All."" His beard grows so unruly that he is regularly mistaken for a member of ZZ Top. He immerses himself in prayer, tends sheep in the Israeli desert, battles idolatry, and tells the absolute truth in all situations - much to his wife's chagrin.Throughout the book, Jacobs also embeds himself in a cross-section of communities that take the Bible literally. He tours a Kentucky-based creationist museum and sings hymns with Pennsylvania Amish. He dances with Hasidic Jews in Brooklyn and does Scripture study with Jehovah's Witnesses. He discovers ancient biblical wisdom of startling relevance. And he wrestles with seemingly archaic rules that baffle the twenty-first-century brain.Jacobs's extraordinary undertaking yields unexpected epiphanies and challenges. A book that will charm readers both secular and religious, ""The Year of Living Biblically"" is part Cliff Notes to the Bible, part memoir, and part look into worlds unimaginable. Thou shalt not be able to put it down.","['Young Adult', 'Fiction', 'Realistic Fiction', 'Childrens', 'Contemporary', 'Young Adult', 'Teen', 'Young Adult', 'Coming Of Age', 'Romance', 'Classics', 'Literature', 'Banned Books']",1128.0
354,361,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,3.82,182123.0,/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You,"Oaths sworn... loyalties tested... forces collide.It's been only months since Eragon first uttered ""brisingr"", an ancient language term for fire. Since then, he's not only learned to create magic with words — he's been challenged to his very core. Following the colossal battle against the Empires warriors on the Burning Plains, Eragon and his dragon, Saphira, have narrowly escaped with their lives. Still, there is more adventure at hand for the Rider and his dragon, as Eragon finds himself bound by a tangle of promises he may not be able to keep.First is Eragon's oath to his cousin, Roran: to help rescue Roran's beloved from King Galbatorix's clutches. But Eragon owes his loyalty to others, too. The Varden are in desperate need of his talents and strength — as are the elves and dwarves. When unrest claims the rebels and danger strikes from every corner, Eragon must make choices — choices that will take him across the Empire and beyond, choices that may lead to unimagined sacrifice.Eragon is the greatest hope to rid the land of tyranny. Can this once simple farm boy unite the rebel forces and defeat the king?","['Young Adult', 'Romance', 'Mystery', 'Contemporary', 'Fiction', 'Spy Thriller', 'Espionage', 'Womens Fiction', 'Chick Lit', 'Adventure', 'Young Adult', 'Teen', 'Realistic Fiction']",7624.0
355,362,"The Breadwinner (The Breadwinner, #1)",Deborah Ellis,3.99,21581.0,/book/show/828015.The_Breadwinner,"A Princess of Mars is the first of eleven thrilling novels that comprise Edgar Rice Burroughs' most exciting saga, known as The Martian Series. It's the beginning of an incredible odyssey in which John Carter, a gentleman from Virginia and a Civil War veteran, unexpectedly finds himself on to the red planet, scene of continuing combat among rival tribes. Captured by a band of six-limbed, green-skinned savage giants called Tharks, Carter soon is accorded all the honor of a chieftain after it's discovered that his muscles, accustomed to Earth's greater gravity, now give him a decided advantage in strength. And when his captors take as prisoner Dejah Thoris, the lovely human-looking princess of the city of Helium, Carter must call upon every ounce of strength, courage, and ingenuity to rescue her-before Dejah becomes the slave of the depraved Thark leader, Tal Hajus!Excerpt:Her oval face was beautiful in the extreme, her every feature finely chisled and exquisite, her eyes large and lustrous and her head surmounted by a mass of coal black, waving hair, caught loosely into a strange yet becoming coiffure. Similar in face and figure to women of Earth, she was nevertheless a true Martian--and prisoner of the fierce green giants who held me captive, as well!","['Historical', 'Historical Fiction', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Academic', 'School', 'Childrens', 'Academic', 'Read For School', 'War', 'Historical']",2181.0
356,363,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,A.J. Jacobs,3.75,66096.0,/book/show/495395.The_Year_of_Living_Biblically,"As the Revolutionary War begins, thirteen-year-old Isabel wages her own fight...for freedom. Promised freedom upon the death of their owner, she and her sister, Ruth, in a cruel twist of fate become the property of a malicious New York City couple, the Locktons, who have no sympathy for the American Revolution and even less for Ruth and Isabel. When Isabel meets Curzon, a slave with ties to the Patriots, he encourages her to spy on her owners, who know details of British plans for invasion. She is reluctant at first, but when the unthinkable happens to Ruth, Isabel realizes her loyalty is available to the bidder who can provide her with freedom.  From acclaimed author Laurie Halse Anderson comes this compelling, impeccably researched novel that shows the lengths we can go to cast off our chains, both physical and spiritual. Reading Level: Age 10 and Up ","['Nonfiction', 'Religion', 'Humor', 'Autobiography', 'Memoir', 'Biography', 'Spirituality', 'Biography Memoir', 'Christian', 'Religion', 'Christianity', 'Biography', 'Autobiography']",5325.0
357,364,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,4.05,321545.0,/book/show/2248573.Brisingr,"Alternate cover edition can be found here, here, here, hereIn the Oresteia—the only trilogy in Greek drama which survives from antiquity—Aeschylus took as his subject the bloody chain of murder and revenge within the royal family of Argos.Moving from darkness to light, from rage to self-governance, from primitive ritual to civilized institution, their spirit of struggle and regeneration becomes an everlasting song of celebration.","['Fantasy', 'Young Adult', 'Fiction', 'Fantasy', 'Dragons', 'Adventure', 'Fantasy', 'Magic', 'Fantasy', 'High Fantasy', 'Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Young Adult Fantasy']",9280.0
358,365,"A Princess of Mars (Barsoom, #1)",Edgar Rice Burroughs,3.81,52871.0,/book/show/40395.A_Princess_of_Mars,"A sweeping, emotionally riveting first novel - an enthralling family saga of Africa and America, doctors and patients, exile and home.Marion and Shiva Stone are twin brothers born of a secret union between a beautiful Indian nun and a brash British surgeon at a mission hospital in Addis Ababa. Orphaned by their mother’s death in childbirth and their father’s disappearance, bound together by a preternatural connection and a shared fascination with medicine, the twins come of age as Ethiopia hovers on the brink of revolution. Yet it will be love, not politics—their passion for the same woman—that will tear them apart and force Marion, fresh out of medical school, to flee his homeland. He makes his way to America, finding refuge in his work as an intern at an underfunded, overcrowded New York City hospital. When the past catches up to him—nearly destroying him—Marion must entrust his life to the two men he thought he trusted least in the world: the surgeon father who abandoned him and the brother who betrayed him.An unforgettable journey into one man’s remarkable life, and an epic story about the power, intimacy, and curious beauty of the work of healing others.(front flap)","['Science Fiction', 'Fantasy', 'Classics', 'Fiction', 'Adventure', 'Pulp', 'Science Fiction Fantasy', 'Romance', 'Audiobook', 'Novels']",3649.0
359,366,"Chains (Seeds of America, #1)",Laurie Halse Anderson,4.1,49661.0,/book/show/3002300-chains,"Fourteen-year-old Emily Pigbush suspects that her uncle is involved in body snatching. Meanwhile, her best friend's family is accused of plotting to kill Abraham Lincoln, and Emily is left unsure of whom she can trust. Includes a reader's guide.","['Historical', 'Historical Fiction', 'Young Adult', 'Historical', 'Fiction', 'Childrens', 'Middle Grade', 'Cultural', 'African American', 'War', 'American Revolution', 'American Revolutionary War', 'Childrens', 'Young Adult', 'Teen']",5516.0
360,367,"The Oresteia: Agamemnon, The Libation Bearers, The Eumenides",Aeschylus,4.01,36399.0,/book/show/1519.The_Oresteia,"‘Anyone who murdered Colonel Protheroe,’ declared the parson, brandishing a carving knife above a joint of roast beef, ‘would be doing the world at large a favour!’ It was a careless remark for a man of the cloth. And one which was to come back and haunt the clergyman just a few hours later – when the colonel was found shot dead in the clergyman’s study. But as Miss Marple soon discovers, the whole village seems to have had a motive to kill Colonel Protheroe.Librarian's note: this is one of 13 books in the Miss Marple series, which includes twelve novels and one collection of short stories - ""The Thirteen Problems."" There are a total of 20 short stories about Miss M, seven of which can be found in other collections. Entries for each of the novels and short stories can be found on Goodreads.","['Classics', 'Plays', 'Drama', 'Fiction', 'Fantasy', 'Mythology', 'Poetry', 'Literature', 'Plays', 'Theatre', 'Academic', 'School', 'Literature', 'Ancient']",1138.0
361,368,Cutting for Stone,Abraham   Verghese,4.29,346731.0,/book/show/3591262-cutting-for-stone,"It is the amusing and enlightening story of four characters who live in a maze and look for cheese to nourish them and make them happy. Cheese is a metaphor for what you want to have in life, for example a good job, a loving relationship, money or possessions, health or spiritual peace of mind. The maze is where you look for what you want, perhaps the organisation you work in, or the family or community you live in. The problem is that the cheese keeps moving.In the story, the characters are faced with unexpected change in their search for the cheese. One of them eventually deals with change successfully and writes what he has learned on the maze walls for you to discover.","['Fiction', 'Historical', 'Historical Fiction', 'Cultural', 'Africa', 'Book Club', 'Health', 'Medicine', 'Eastern Africa', 'Ethiopia', 'Medical', 'Novels', 'Literary Fiction', 'Contemporary']",25971.0
362,369,An Acquaintance with Darkness,Ann Rinaldi,3.88,1975.0,/book/show/143123.An_Acquaintance_with_Darkness,"When his father killed another brave, Thomas Black Bull and his parents sought refuge in the wilderness. There they took up life as it had been in the old days, hunting and fishing, battling for survival. But an accident claimed the father's life and the grieving mother died shortly afterward. Left alone, the young Indian boy vowed never to retum to the white man's world, to the alien laws that had condemned his father.","['Historical', 'Historical Fiction', 'Young Adult', 'Historical', 'Fiction', 'Military History', 'Civil War', 'Childrens', 'Middle Grade', 'Young Adult', 'Young Adult Historical Fiction', 'Mystery', 'Literature', 'American', 'Young Adult', 'Teen']",166.0
363,370,"Murder at the Vicarage (Miss Marple, #1)",Agatha Christie,4.06,154050.0,/book/show/16331.Murder_at_the_Vicarage,"In Persepolis, heralded by the Los Angeles Times as ""one of the freshest and most original memoirs of our day,"" Marjane Satrapi dazzled us with her heartrending memoir-in-comic-strips about growing up in Iran during the Islamic Revolution. Here is the continuation of her fascinating story. In 1984, Marjane flees fundamentalism and the war with Iraq to begin a new life in Vienna. Once there, she faces the trials of adolescence far from her friends and family, and while she soon carves out a place for herself among a group of fellow outsiders, she continues to struggle for a sense of belonging.Finding that she misses her home more than she can stand, Marjane returns to Iran after graduation. Her difficult homecoming forces her to confront the changes both she and her country have undergone in her absence and her shame at what she perceives as her failure in Austria. Marjane allows her past to weigh heavily on her until she finds some like-minded friends, falls in love, and begins studying art at a university. However, the repression and state-sanctioned chauvinism eventually lead her to question whether she can have a future in Iran.As funny and poignant as its predecessor, Persepolis 2 is another clear-eyed and searing condemnation of the human cost of fundamentalism. In its depiction of the struggles of growing up--here compounded by Marjane's status as an outsider both abroad and at home--it is raw, honest, and incredibly illuminating.","['Mystery', 'Fiction', 'Classics', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Mystery', 'Detective', 'Audiobook', 'European Literature', 'British Literature', 'Mystery', 'Cozy Mystery', 'Adult']",4705.0
364,371,Who Moved My Cheese?,Spencer Johnson,3.83,392044.0,/book/show/4894.Who_Moved_My_Cheese_,"A fresh, urban twist on the classic tale of star-crossed lovers.When Brittany Ellis walks into chemistry class on the first day of senior year, she has no clue that her carefully created 'perfect' life is about to unravel before her eyes. She's forced to be lab partners with Alex Fuentes, a gang member from the other side of town, and he is about to threaten everything she's worked so hard for: her flawless reputation, her relationship with her boyfriend, and the secret that her home life is anything but perfect. Alex is a bad boy and he knows it. So when he makes a bet with his friends to lure Brittany into his life, he thinks nothing of it. But soon Alex realizes Brittany is a real person with real problems, and suddenly the bet he made in arrogance turns into something much more.In a passionate story about looking beneath the surface, Simone Elkeles breaks through the stereotypes and barriers that threaten to keep Brittany and Alex apart.","['Nonfiction', 'Self Help', 'Business', 'Psychology', 'Leadership', 'Self Help', 'Personal Development', 'Business', 'Management', 'Philosophy', 'Inspirational', 'Audiobook']",13054.0
365,372,When The Legends Die,Hal Borland,3.66,1971.0,/book/show/879299.When_The_Legends_Die,"In a breathtaking adventure story, the paranoid and brilliant inventor Allie Fox takes his family to live in the Honduran jungle, determined to build a civilization better than the one they've left. Fleeing from an America he sees as mired in materialism and conformity, he hopes to rediscover a purer life. But his utopian experiment takes a dark turn when his obsessions lead the family toward unimaginable danger.","['Fiction', 'Historical', 'Historical Fiction', 'Young Adult', 'Classics', 'Historical', 'Academic', 'School', 'Westerns', 'Native Americans', 'Academic', 'Read For School', 'Childrens', 'Middle Grade']",231.0
366,373,"Persepolis 2: The Story of a Return (Persepolis, #2)",Marjane Satrapi,4.19,68338.0,/book/show/9517.Persepolis_2,"For a year and a half following the murder of Matthew Shepard, Moisés Kaufman and his Tectonic Theater Project–whose previous play, Gross Indecency, was hailed as a work of unsurpassed originality–conducted hundreds of interviews with the citizens of Laramie, Wyoming, to create this portrait of a town struggling with a horrific event.The savage killing of Shepard, a young gay man, has become a national symbol of the struggle against intolerance. But for the people of Laramie–both the friends of Matthew and those who hated him without knowing him–the tragedy was personal. In a chorus of voices that brings to mind Thornton Wilder’s Our Town, The Laramie Project allows those most deeply affected to speak, and the result is a brilliantly moving theatrical creation.","['Sequential Art', 'Graphic Novels', 'Nonfiction', 'Sequential Art', 'Comics', 'Autobiography', 'Memoir', 'Biography', 'History', 'Cultural', 'Iran', 'Graphic Novels Comics', 'Biography', 'Autobiography', 'Biography Memoir']",2684.0
367,374,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,4.05,247340.0,/book/show/4268157-perfect-chemistry,"""The Cask of Amontillado"" (sometimes spelled ""The Casque .."") is a short story written by Edgar Allan Poe and first published in the November 1846 issue of ""Godey's Lady's Book."" It is set in a nameless Italian city in an unspecified year (possibly during the eighteenth century) and concerns the deadly revenge taken by the narrator on a friend who he claims has insulted him. Like several of Poe's stories, and in keeping with the 19th-century fascination with the subject, the narrative revolves around the possibility of a person being buried alive – in this case, by immurement.Librarian's note: this entry relates to the story ""The Cask of Amontillado."" Collections of short stories by the author can be found elsewhere on Goodreads.","['Romance', 'Young Adult', 'Contemporary', 'Romance', 'Contemporary Romance', 'Young Adult', 'High School', 'Fiction', 'New Adult', 'Realistic Fiction', 'Womens Fiction', 'Chick Lit', 'Young Adult', 'Young Adult Romance']",10903.0
368,375,The Mosquito Coast,Paul Theroux,3.83,9928.0,/book/show/130520.The_Mosquito_Coast,"Award-winning Spanish artist Fernandez illustrates this beautiful pictorial version of Bram Stoker's classic ""Dracula."" Full color.","['Fiction', 'Adventure', 'Travel', 'Classics', 'Novels', 'Literary Fiction', 'Literature', 'Contemporary', 'Literature', 'American', 'Literature']",720.0
369,376,The Laramie Project,Moisés Kaufman,4.19,12294.0,/book/show/136531.The_Laramie_Project,"In A Room of One's Own, Virginia Woolf imagines that Shakespeare had a sister: a sister equal to Shakespeare in talent, equal in genius, but whose legacy is radically different. This imaginary woman never writes a word and dies by her own hand, her genius unexpressed. But had she been allowed to create, urges Woolf, she would have reached the same heights as her immortal sibling. In this classic essay, Virginia Woolf takes on the establishment, using her gift of language to dissect the world around her and give a voice to those who have none. Her message is simple: A woman must have an income and a room of her own in order to have the freedom to create.","['Plays', 'Nonfiction', 'Drama', 'Plays', 'Theatre', 'LGBT', 'GLBT', 'Queer', 'Academic', 'School', 'History', 'LGBT', 'Gay', 'Academic', 'College']",399.0
370,377,The Cask of Amontillado,Edgar Allan Poe,4.09,64839.0,/book/show/261240.The_Cask_of_Amontillado,"Luke Garner is terrified.Out of hiding for the first time in his life, he knows that any minute one of his new classmates at Hendricks School for Boys could discover his secret: that he's a third child passing as the recently deceased Lee Grant. And in a society where it's illegal for families to have more than two children, being a third child means certain death at the hands of the dreaded Population Police.His first experience outside the safety of his home is bewildering. There's not a single window anywhere in the school; Luke can't tell his classmates apart (even as they subject him to brutal hazing); and the teachers seem oblivious to it all.Desperate to fit in, Luke endures the confusion and teasing until he discovers an unlocked door to the outside, and a chance to understand what is really going on. But to take this chance -- to find out the secrets of Hendricks -- Luke will need to put aside his fears and discover a courage that a lifetime in hiding couldn't thwart.Once again, best-selling author Margaret Peterson Haddix delights her fans with this spine-tingling account of an all-too-possible future.Among the Impostors is a worthy companion to Among the Hidden and a heart-stopping thriller in its own right.","['Classics', 'Short Stories', 'Horror', 'Fiction', 'Academic', 'School', 'Gothic', 'Mystery', 'Literature', 'Academic', 'Read For School', 'Literature']",1617.0
371,378,Bram Stoker's Dracula,Fernando Fernández,3.99,573.0,/book/show/87769.Bram_Stoker_s_Dracula,"The football star made famous in the hit film ""The Blind Side"" reflects on how far he has come from the circumstances of his youth.  Michael Oher is the young man at the center of the true story depicted in ""The Blind Side"" movie (and book) that swept up awards and accolades. Though the odds were heavily stacked against him, Michael had a burning desire deep within his soul to break out of the Memphis inner-city ghetto and into a world of opportunity. While many people are now familiar with Oher's amazing journey, this is the first time he shares his account of his story in his own words, revealing his thoughts and feelings with details that only he knows, and offering his point of view on how anyone can achieve a better life.  Looking back on how he went from being a homeless child in Memphis to playing in the NFL, Michael talks about the goals he had for himself in order to break out of the cycle of poverty, addiction, and hopelessness that trapped his family for so long. He recounts poignant stories growing up in the projects and running from child services and foster care over and over again in search of some familiarity. Eventually he grasped onto football as his ticket out of the madness and worked hard to make his dream into a reality. But Oher also knew he would not be successful alone. With his adoptive family, the Touhys, and other influential people in mind, he describes the absolute necessity of seeking out positive role models and good friends who share the same values to achieve one's dreams.  Sharing untold stories of heartache, determination, courage, and love, ""I Beat the Odds"" is an incredibly rousing tale of one young man's quest to achieve the American dream.","['Classics', 'Horror', 'Sequential Art', 'Comics', 'Paranormal', 'Vampires', 'Fiction', 'Sequential Art', 'Graphic Novels', 'Fantasy', 'Thriller', 'Literature']",53.0
